Timestamp,Nuclear,Coal,Co-Gen,IPP-Coal,LNG,IPP-LNG,Oil,Diesel,Hydro,Wind,Solar,Other_Renewable,Storage,Total_Generation,AirTemperature,WindSpeed,SunshineDuration
2025-07-22 16:50:00+08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2025-07-22 17:00:00+08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2025-07-22 17:10:00+08:00,0.0,0.0,1501.5,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1337.3049999999998,33.1,243.2,3127.1049999999996,,,
2025-07-22 17:20:00+08:00,0.0,0.0,1534.9,0.0,0.0,0.0,0.0,0.0,0.0,14.1,1195.593,33.4,245.0,3022.993,,,
2025-07-22 17:30:00+08:00,0.0,0.0,1569.1,0.0,0.0,0.0,0.0,0.0,0.0,13.3,1015.926,35.6,236.5,2870.426,,,
2025-07-22 17:40:00+08:00,0.0,0.0,1585.6,0.0,0.0,0.0,0.0,0.0,0.0,16.5,864.085,33.2,256.6,2755.9849999999997,,,
2025-07-22 17:50:00+08:00,0.0,0.0,1626.2,0.0,0.0,0.0,0.0,0.0,0.0,18.1,723.731,36.8,270.6,2675.431,,,
2025-07-22 18:00:00+08:00,0.0,0.0,1609.2,0.0,0.0,0.0,0.0,0.0,0.0,16.0,597.78,36.7,252.2,2511.8799999999997,,,
2025-07-22 18:10:00+08:00,0.0,0.0,1610.2,0.0,0.0,0.0,0.0,0.0,0.0,15.4,458.04200000000003,37.0,148.4,2269.0420000000004,,,
2025-07-22 18:20:00+08:00,0.0,0.0,1618.7,0.0,0.0,0.0,0.0,0.0,0.0,19.1,314.854,36.3,144.6,2133.554,,,
2025-07-22 18:30:00+08:00,0.0,0.0,1609.5,0.0,0.0,0.0,0.0,0.0,0.0,19.0,195.497,34.3,136.4,1994.6970000000001,,,
2025-07-22 18:40:00+08:00,0.0,0.0,1590.7,0.0,0.0,0.0,0.0,0.0,0.0,24.9,94.656,34.3,155.0,1899.556,,,
2025-07-22 18:50:00+08:00,0.0,0.0,1620.7,0.0,0.0,0.0,0.0,0.0,0.0,26.0,56.003,37.7,139.4,1879.803,,,
2025-07-22 19:00:00+08:00,0.0,0.0,1666.5,0.0,0.0,0.0,0.0,0.0,0.0,15.7,0.0,38.9,146.6,1867.7,,,
2025-07-22 19:10:00+08:00,0.0,0.0,1580.7,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,37.8,29.6,1665.6999999999998,,,
2025-07-22 19:20:00+08:00,0.0,0.0,1543.7,0.0,0.0,0.0,0.0,0.0,0.0,18.7,0.0,38.0,0.0,1600.4,,,
2025-07-22 19:30:00+08:00,0.0,0.0,1571.9,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,35.6,0.0,1625.9,,,
2025-07-22 19:40:00+08:00,0.0,0.0,1556.9,0.0,0.0,0.0,0.0,0.0,0.0,18.3,0.0,36.2,0.0,1611.4,,,
2025-07-22 19:50:00+08:00,0.0,0.0,1546.8,0.0,0.0,0.0,0.0,0.0,0.0,17.7,0.0,37.7,0.0,1602.2,,,
2025-07-22 20:00:00+08:00,0.0,0.0,1541.6,0.0,0.0,0.0,0.0,0.0,0.0,17.400000000000002,0.0,38.3,0.0,1597.3,,,
2025-07-22 20:10:00+08:00,0.0,0.0,1550.4,0.0,0.0,0.0,0.0,0.0,0.0,17.8,0.0,37.3,0.0,1605.5,,,
2025-07-22 20:20:00+08:00,0.0,0.0,1528.2,0.0,0.0,0.0,0.0,0.0,0.0,16.6,0.0,35.8,0.0,1580.6,,,
2025-07-22 20:30:00+08:00,0.0,0.0,1506.7,0.0,0.0,0.0,0.0,0.0,0.0,13.8,0.0,35.0,0.0,1555.5,,,
2025-07-22 20:40:00+08:00,0.0,0.0,1501.4,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,36.6,0.0,1551.1,,,
2025-07-22 20:50:00+08:00,0.0,0.0,1526.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,32.4,0.0,1572.9,,,
2025-07-22 21:00:00+08:00,0.0,0.0,1472.9,0.0,0.0,0.0,0.0,0.0,0.0,14.399999999999999,0.0,30.2,0.0,1517.5000000000002,,,
2025-07-22 21:10:00+08:00,0.0,0.0,1543.8,0.0,0.0,0.0,0.0,0.0,0.0,15.4,0.0,28.9,0.0,1588.1000000000001,,,
2025-07-22 21:20:00+08:00,0.0,0.0,1571.5,0.0,0.0,0.0,0.0,0.0,0.0,14.6,0.0,29.9,0.0,1616.0,,,
2025-07-22 21:30:00+08:00,0.0,0.0,1530.4,0.0,0.0,0.0,0.0,0.0,0.0,15.299999999999999,0.0,30.8,0.0,1576.5,,,
2025-07-22 21:40:00+08:00,0.0,0.0,1540.7,0.0,0.0,0.0,0.0,0.0,0.0,14.899999999999999,0.0,30.8,0.0,1586.4,,,
2025-07-22 21:50:00+08:00,0.0,0.0,1529.4,0.0,0.0,0.0,0.0,0.0,0.0,17.8,0.0,32.9,0.0,1580.1000000000001,,,
2025-07-22 22:00:00+08:00,0.0,0.0,1550.8,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0,34.5,0.8,1605.6,,,
2025-07-22 22:10:00+08:00,0.0,0.0,1527.8,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,32.6,0.0,1577.9999999999998,,,
2025-07-22 22:20:00+08:00,0.0,0.0,1511.3,0.0,0.0,0.0,0.0,0.0,0.0,17.2,0.0,30.4,0.8,1559.7,,,
2025-07-22 22:30:00+08:00,0.0,0.0,1497.7,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.0,28.9,0.0,1542.8000000000002,,,
2025-07-22 22:40:00+08:00,0.0,0.0,1486.5,0.0,0.0,0.0,0.0,0.0,0.0,17.4,0.0,27.2,0.0,1531.1000000000001,,,
2025-07-22 22:50:00+08:00,0.0,0.0,1505.4,0.0,0.0,0.0,0.0,0.0,0.0,18.9,0.0,27.6,0.0,1551.9,,,
2025-07-22 23:00:00+08:00,0.0,0.0,1495.4,0.0,0.0,0.0,0.0,0.0,0.0,17.7,0.0,29.9,0.0,1543.0000000000002,,,
2025-07-22 23:10:00+08:00,0.0,0.0,1484.0,0.0,0.0,0.0,0.0,0.0,0.0,18.099999999999998,0.0,30.2,0.0,1532.3,,,
2025-07-22 23:20:00+08:00,0.0,0.0,1487.4,0.0,0.0,0.0,0.0,0.0,0.0,18.299999999999997,0.0,31.8,0.0,1537.5,,,
2025-07-22 23:30:00+08:00,0.0,0.0,1489.8,0.0,0.0,0.0,0.0,0.0,0.0,20.799999999999997,0.0,32.8,0.0,1543.3999999999999,,,
2025-07-22 23:40:00+08:00,0.0,0.0,1489.2,0.0,0.0,0.0,0.0,0.0,0.0,20.9,0.0,32.8,0.0,1542.9,,,
2025-07-22 23:50:00+08:00,0.0,0.0,1462.4,0.0,0.0,0.0,0.0,0.0,0.0,21.1,0.0,33.6,0.0,1517.1,,,
2025-07-23 00:00:00+08:00,0.0,0.0,1461.5,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,34.6,0.0,1515.8999999999999,,,
2025-07-23 00:10:00+08:00,0.0,0.0,1459.2,0.0,0.0,0.0,0.0,0.0,0.0,20.4,0.0,35.6,15.4,1530.6000000000001,,,
2025-07-23 00:20:00+08:00,0.0,0.0,1344.2,0.0,0.0,0.0,0.0,0.0,0.0,18.099999999999998,0.0,36.0,9.6,1407.8999999999999,,,
2025-07-23 00:30:00+08:00,0.0,0.0,1322.2,0.0,0.0,0.0,0.0,0.0,0.0,17.9,0.0,34.1,16.4,1390.6000000000001,,,
2025-07-23 00:40:00+08:00,0.0,0.0,1284.3,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,32.7,0.0,1336.3,,,
2025-07-23 00:50:00+08:00,0.0,0.0,1296.7,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0,32.3,7.7,1356.9,,,
2025-07-23 01:00:00+08:00,0.0,0.0,1235.4,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,33.3,0.0,1290.3,,,
2025-07-23 01:10:00+08:00,0.0,0.0,1218.7,0.0,0.0,0.0,0.0,0.0,0.0,19.799999999999997,0.0,34.1,0.0,1272.6,,,
2025-07-23 01:20:00+08:00,0.0,0.0,1187.1,0.0,0.0,0.0,0.0,0.0,0.0,21.599999999999998,0.0,34.8,0.0,1243.4999999999998,,,
2025-07-23 01:30:00+08:00,0.0,0.0,1172.1,0.0,0.0,0.0,0.0,0.0,0.0,19.200000000000003,0.0,33.9,0.0,1225.2,,,
2025-07-23 01:40:00+08:00,0.0,0.0,1121.1,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.0,35.4,0.0,1175.0,,,
2025-07-23 01:50:00+08:00,0.0,0.0,1152.8,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,37.7,0.0,1209.8,,,
2025-07-23 02:00:00+08:00,0.0,0.0,1136.8,0.0,0.0,0.0,0.0,0.0,0.0,15.9,0.0,35.6,0.0,1188.3,,,
2025-07-23 02:10:00+08:00,0.0,0.0,1123.7,0.0,0.0,0.0,0.0,0.0,0.0,18.1,0.0,34.5,0.0,1176.3,,,
2025-07-23 02:20:00+08:00,0.0,0.0,1131.4,0.0,0.0,0.0,0.0,0.0,0.0,14.299999999999999,0.0,33.2,0.0,1178.9,,,
2025-07-23 02:30:00+08:00,0.0,0.0,1204.8,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,33.2,38.0,1290.0,,,
2025-07-23 02:40:00+08:00,0.0,0.0,1170.4,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,30.4,0.0,1214.3000000000002,,,
2025-07-23 02:50:00+08:00,0.0,0.0,1155.2,0.0,0.0,0.0,0.0,0.0,0.0,13.9,0.0,28.2,4.0,1201.3000000000002,,,
2025-07-23 03:00:00+08:00,0.0,0.0,1130.3,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,26.5,2.8,1173.6999999999998,,,
2025-07-23 03:10:00+08:00,0.0,0.0,1156.5,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0.0,26.5,0.0,1196.6,,,
2025-07-23 03:20:00+08:00,0.0,0.0,1151.4,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,27.2,0.0,1192.1000000000001,,,
2025-07-23 03:30:00+08:00,0.0,0.0,1172.8,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,27.3,0.0,1211.0,,,
2025-07-23 03:40:00+08:00,0.0,0.0,1158.7,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,28.3,0.0,1200.7,,,
2025-07-23 03:50:00+08:00,0.0,0.0,1151.9,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,29.5,0.0,1196.4,,,
2025-07-23 04:00:00+08:00,0.0,0.0,1152.7,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,29.6,0.0,1195.7,,,
2025-07-23 04:10:00+08:00,0.0,0.0,1173.6,0.0,0.0,0.0,0.0,0.0,0.0,11.799999999999999,0.0,29.6,0.0,1214.9999999999998,,,
2025-07-23 04:20:00+08:00,0.0,0.0,1168.9,0.0,0.0,0.0,0.0,0.0,0.0,13.100000000000001,0.0,29.6,0.0,1211.6,,,
2025-07-23 04:30:00+08:00,0.0,0.0,1147.5,0.0,0.0,0.0,0.0,0.0,0.0,17.9,0.0,30.8,0.0,1196.2,,,
2025-07-23 04:40:00+08:00,0.0,0.0,1161.9,0.0,0.0,0.0,0.0,0.0,0.0,18.700000000000003,0.0,31.7,0.0,1212.3000000000002,,,
2025-07-23 04:50:00+08:00,0.0,0.0,1179.4,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.0,30.4,0.0,1228.3000000000002,,,
2025-07-23 05:00:00+08:00,0.0,0.0,1161.5,0.0,0.0,0.0,0.0,0.0,0.0,19.7,34.72,32.0,0.0,1247.92,,,
2025-07-23 05:10:00+08:00,0.0,0.0,1107.1,0.0,0.0,0.0,0.0,0.0,0.0,18.6,34.72,32.4,0.0,1192.82,,,
2025-07-23 05:20:00+08:00,0.0,0.0,1128.6,0.0,0.0,0.0,0.0,0.0,0.0,20.7,34.72,33.2,0.0,1217.22,,,
2025-07-23 05:30:00+08:00,0.0,0.0,1161.2,0.0,0.0,0.0,0.0,0.0,0.0,20.400000000000002,34.728,36.1,0.0,1252.428,,,
2025-07-23 05:40:00+08:00,0.0,0.0,1158.4,0.0,0.0,0.0,0.0,0.0,0.0,25.599999999999998,35.879000000000005,35.1,0.0,1254.9789999999998,,,
2025-07-23 05:50:00+08:00,0.0,0.0,1129.1,0.0,0.0,0.0,0.0,0.0,0.0,18.4,65.477,34.4,0.0,1247.3770000000002,,,
2025-07-23 06:00:00+08:00,0.0,0.0,1083.5,0.0,0.0,0.0,0.0,0.0,0.0,20.299999999999997,191.50199999999998,35.1,0.0,1330.4019999999998,,,
2025-07-23 06:10:00+08:00,0.0,0.0,1188.3,0.0,0.0,0.0,0.0,0.0,0.0,24.7,342.479,34.3,0.0,1589.779,,,
2025-07-23 06:20:00+08:00,0.0,0.0,1170.3,0.0,0.0,0.0,0.0,0.0,0.0,24.7,536.574,33.8,0.0,1765.374,,,
2025-07-23 06:30:00+08:00,0.0,0.0,1143.6,0.0,0.0,0.0,0.0,0.0,0.0,32.0,728.795,34.3,0.0,1938.695,,,
2025-07-23 06:40:00+08:00,0.0,0.0,1220.7,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1015.578,34.2,0.0,2307.478,,,
2025-07-23 06:50:00+08:00,0.0,0.0,1199.5,0.0,0.0,0.0,0.0,0.0,0.0,23.3,1298.245,35.0,0.0,2556.045,,,
2025-07-23 07:00:00+08:00,0.0,0.0,1163.3,0.0,0.0,0.0,0.0,0.0,0.0,21.3,1586.35,35.9,0.0,2806.85,,,
2025-07-23 07:10:00+08:00,0.0,0.0,1287.7,0.0,0.0,0.0,0.0,0.0,0.0,20.200000000000003,2006.1370000000002,34.8,0.0,3348.8370000000004,,,
2025-07-23 07:20:00+08:00,0.0,0.0,1222.5,0.0,0.0,0.0,0.0,0.0,0.0,21.9,2247.209,34.9,0.0,3526.509,,,
2025-07-23 07:30:00+08:00,0.0,0.0,1271.7,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2608.2439999999997,33.4,0.0,3932.3439999999996,,,
2025-07-23 07:40:00+08:00,0.0,0.0,1275.7,0.0,0.0,0.0,0.0,0.0,0.0,23.8,3146.5229999999997,33.8,0.0,4479.822999999999,,,
2025-07-23 07:50:00+08:00,0.0,0.0,1268.1,0.0,0.0,0.0,0.0,0.0,0.0,20.8,3521.456,33.7,0.0,4844.056,,,
2025-07-23 08:00:00+08:00,0.0,0.0,1349.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,3948.873,31.1,0.0,5349.173000000001,,,
2025-07-23 08:10:00+08:00,0.0,0.0,1268.5,0.0,0.0,0.0,0.0,0.0,0.0,16.7,4384.371,31.4,0.0,5700.971,,,
2025-07-23 08:20:00+08:00,0.0,0.0,1330.6,0.0,0.0,0.0,0.0,0.0,0.0,19.6,4795.61,29.8,1.9,6177.509999999999,,,
2025-07-23 08:30:00+08:00,0.0,0.0,1379.8,0.0,0.0,0.0,0.0,0.0,0.0,17.7,5192.047,31.7,6.9,6628.146999999999,,,
2025-07-23 08:40:00+08:00,0.0,0.0,1411.9,0.0,0.0,0.0,0.0,0.0,0.0,17.2,5498.839,32.1,2.3,6962.339000000001,,,
2025-07-23 08:50:00+08:00,0.0,0.0,1498.8,0.0,0.0,0.0,0.0,0.0,0.0,18.7,5636.887,33.9,6.2,7194.486999999999,,,
2025-07-23 09:00:00+08:00,0.0,0.0,1499.7,0.0,0.0,0.0,0.0,0.0,0.0,17.3,5970.263,33.7,0.0,7520.963,,,
2025-07-23 09:10:00+08:00,0.0,0.0,1535.8,0.0,0.0,0.0,0.0,0.0,0.0,18.2,6211.7789999999995,32.8,6.3,7804.879,,,
2025-07-23 09:20:00+08:00,0.0,0.0,1488.5,0.0,0.0,0.0,0.0,0.0,0.0,18.4,6438.352,31.6,0.0,7976.852000000001,,,
2025-07-23 09:30:00+08:00,0.0,0.0,1493.9,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6733.998,34.1,0.0,8280.998,,,
2025-07-23 09:40:00+08:00,0.0,0.0,1459.7,0.0,0.0,0.0,0.0,0.0,0.0,18.8,7022.945,37.5,0.0,8538.945,,,
2025-07-23 09:50:00+08:00,0.0,0.0,1518.2,0.0,0.0,0.0,0.0,0.0,0.0,20.1,7254.657,35.8,0.0,8828.757,,,
2025-07-23 10:00:00+08:00,0.0,0.0,1499.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,7395.39,36.0,5.9,8956.99,,,
2025-07-23 10:10:00+08:00,0.0,0.0,1480.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,7605.742,36.7,0.0,9142.542000000001,,,
2025-07-23 10:20:00+08:00,0.0,0.0,1498.6,0.0,0.0,0.0,0.0,0.0,0.0,19.0,7683.0380000000005,37.4,0.0,9238.038,,,
2025-07-23 10:30:00+08:00,0.0,0.0,1511.2,0.0,0.0,0.0,0.0,0.0,0.0,21.5,7822.495000000001,35.5,0.0,9390.695000000002,,,
2025-07-23 10:40:00+08:00,0.0,0.0,1510.5,0.0,0.0,0.0,0.0,0.0,0.0,22.4,7907.767000000001,36.2,0.0,9476.867000000002,,,
2025-07-23 10:50:00+08:00,0.0,0.0,1480.2,0.0,0.0,0.0,0.0,0.0,0.0,26.5,8132.066,36.7,0.0,9675.466,,,
2025-07-23 11:00:00+08:00,0.0,0.0,1500.3,0.0,0.0,0.0,0.0,0.0,0.0,26.7,8236.65,38.5,0.0,9802.15,,,
2025-07-23 11:10:00+08:00,0.0,0.0,1513.5,0.0,0.0,0.0,0.0,0.0,0.0,27.4,8371.786,37.1,0.0,9949.786,,,
2025-07-23 11:20:00+08:00,0.0,0.0,1506.5,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8417.630000000001,36.8,0.0,9983.93,,,
2025-07-23 11:30:00+08:00,0.0,0.0,1542.5,0.0,0.0,0.0,0.0,0.0,0.0,28.1,8537.207,35.1,0.0,10142.907000000001,,,
2025-07-23 11:40:00+08:00,0.0,0.0,1546.9,0.0,0.0,0.0,0.0,0.0,0.0,32.400000000000006,8465.107,34.1,0.3,10078.806999999999,,,
2025-07-23 11:50:00+08:00,0.0,0.0,1553.2,0.0,0.0,0.0,0.0,0.0,0.0,36.8,8545.498,35.1,0.0,10170.598,,,
2025-07-23 12:00:00+08:00,0.0,0.0,1453.3,0.0,0.0,0.0,0.0,0.0,0.0,44.6,8348.493,39.6,0.0,9885.993,,,
2025-07-23 12:10:00+08:00,0.0,0.0,1511.6,0.0,0.0,0.0,0.0,0.0,0.0,49.7,8282.824999999999,37.4,0.0,9881.524999999998,,,
2025-07-23 12:20:00+08:00,0.0,0.0,1501.5,0.0,0.0,0.0,0.0,0.0,0.0,53.2,8331.655999999999,36.3,0.0,9922.655999999999,,,
2025-07-23 12:30:00+08:00,0.0,0.0,1504.5,0.0,0.0,0.0,0.0,0.0,0.0,51.3,8522.703000000001,34.2,0.0,10112.703000000001,,,
2025-07-23 12:40:00+08:00,0.0,0.0,1506.5,0.0,0.0,0.0,0.0,0.0,0.0,56.5,8540.118,34.3,0.0,10137.418,,,
2025-07-23 12:50:00+08:00,0.0,0.0,1483.5,0.0,0.0,0.0,0.0,0.0,0.0,67.3,8460.557999999999,32.8,0.0,10044.157999999998,,,
2025-07-23 13:00:00+08:00,0.0,0.0,1492.0,0.0,0.0,0.0,0.0,0.0,0.0,75.4,8419.863,34.7,0.0,10021.963,,,
2025-07-23 13:10:00+08:00,0.0,0.0,1519.2,0.0,0.0,0.0,0.0,0.0,0.0,74.5,8329.231,32.9,20.3,9976.131,,,
2025-07-23 13:20:00+08:00,0.0,0.0,1463.3,0.0,0.0,0.0,0.0,0.0,0.0,62.5,8336.51,32.9,13.4,9908.609999999999,,,
2025-07-23 13:30:00+08:00,0.0,0.0,1499.3,0.0,0.0,0.0,0.0,0.0,0.0,54.7,8243.042,38.0,5.1,9840.142,,,
2025-07-23 13:40:00+08:00,0.0,0.0,1555.8,0.0,0.0,0.0,0.0,0.0,0.0,48.699999999999996,8129.014999999999,34.8,0.0,9768.314999999999,,,
2025-07-23 13:50:00+08:00,0.0,0.0,1479.8,0.0,0.0,0.0,0.0,0.0,0.0,39.6,8038.538,38.5,0.0,9596.438,,,
2025-07-23 14:00:00+08:00,0.0,0.0,1514.8,0.0,0.0,0.0,0.0,0.0,0.0,32.800000000000004,7984.902999999999,38.1,0.0,9570.603,,,
2025-07-23 14:10:00+08:00,0.0,0.0,1501.5,0.0,0.0,0.0,0.0,0.0,0.0,30.900000000000002,7788.264,36.2,0.0,9356.864000000001,,,
2025-07-23 14:20:00+08:00,0.0,0.0,1499.7,0.0,0.0,0.0,0.0,0.0,0.0,42.6,7659.124,38.1,0.0,9239.524,,,
2025-07-23 14:30:00+08:00,0.0,0.0,1495.7,0.0,0.0,0.0,0.0,0.0,0.0,38.699999999999996,7499.8369999999995,37.8,0.0,9072.036999999998,,,
2025-07-23 14:40:00+08:00,0.0,0.0,1543.6,0.0,0.0,0.0,0.0,0.0,0.0,42.9,7278.933,38.2,0.0,8903.633000000002,,,
